user_id,product_id,score,interaction_type,order_id
U153,P030,1,view,ORD-054242
U057,P036,5,purchase,ORD-054243
U097,P023,2,wishlist,ORD-054244
U013,P014,3,cart,ORD-054245
U146,P004,2,wishlist,ORD-054246
U199,P039,5,purchase,ORD-054247
U148,P023,5,purchase,ORD-054248
U165,P032,2,wishlist,ORD-054249
U020,P035,2,wishlist,ORD-054250
U128,P029,2,wishlist,ORD-054251
U185,P017,5,purchase,ORD-054252
U150,P033,3,cart,ORD-054253
U050,P036,5,purchase,ORD-054254
U170,P029,2,wishlist,ORD-054255
U166,P023,2,wishlist,ORD-054256
U179,P039,5,purchase,ORD-054257
U196,P029,2,wishlist,ORD-054258
U014,P021,1,view,ORD-054259
U096,P005,5,purchase,ORD-054260
U020,P020,3,cart,ORD-054261
U147,P012,5,purchase,ORD-054262
U175,P023,5,purchase,ORD-054263
U062,P011,2,wishlist,ORD-054264
U073,P001,2,wishlist,ORD-054265
U199,P036,5,purchase,ORD-054266
U087,P036,5,purchase,ORD-054267
U096,P012,5,purchase,ORD-054268
U042,P029,5,purchase,ORD-054269
U075,P006,5,purchase,ORD-054270
U181,P003,5,purchase,ORD-054271
U105,P027,5,purchase,ORD-054272
U014,P020,5,purchase,ORD-054273
U186,P025,5,purchase,ORD-054274
U101,P027,1,view,ORD-054275
U091,P032,5,purchase,ORD-054276
U064,P038,5,purchase,ORD-054277
U136,P014,5,purchase,ORD-054278
U035,P026,5,purchase,ORD-054279
U099,P007,5,purchase,ORD-054280
U118,P022,3,cart,ORD-054281
U020,P024,3,cart,ORD-054282
U090,P007,3,cart,ORD-054283
U114,P023,2,wishlist,ORD-054284
U159,P003,5,purchase,ORD-054285
U122,P028,5,purchase,ORD-054286
U096,P024,3,cart,ORD-054287
U017,P024,3,cart,ORD-054288
U039,P002,5,purchase,ORD-054289
U184,P035,5,purchase,ORD-054290
U027,P018,5,purchase,ORD-054291
U176,P027,1,view,ORD-054292
U039,P021,5,purchase,ORD-054293
U086,P022,5,purchase,ORD-054294
U040,P013,3,cart,ORD-054295
U066,P038,2,wishlist,ORD-054296
U039,P015,5,purchase,ORD-054297
U156,P019,5,purchase,ORD-054298
U196,P015,3,cart,ORD-054299
U030,P016,2,wishlist,ORD-054300
U019,P028,2,wishlist,ORD-054301
U061,P020,3,cart,ORD-054302
U164,P002,5,purchase,ORD-054303
U119,P027,5,purchase,ORD-054304
U048,P023,3,cart,ORD-054305
U124,P009,5,purchase,ORD-054306
U176,P033,5,purchase,ORD-054307
U045,P037,3,cart,ORD-054308
U053,P018,5,purchase,ORD-054309
U171,P008,3,cart,ORD-054310
U128,P009,5,purchase,ORD-054311
U134,P007,5,purchase,ORD-054312
U188,P031,2,wishlist,ORD-054313
U139,P027,3,cart,ORD-054314
U155,P039,3,cart,ORD-054315
U023,P022,1,view,ORD-054316
U168,P010,5,purchase,ORD-054317
U146,P033,1,view,ORD-054318
U200,P011,5,purchase,ORD-054319
U010,P025,2,wishlist,ORD-054320
U046,P026,3,cart,ORD-054321
U160,P004,5,purchase,ORD-054322
U080,P017,3,cart,ORD-054323
U147,P014,3,cart,ORD-054324
U040,P038,1,view,ORD-054325
U097,P006,5,purchase,ORD-054326
U049,P023,5,purchase,ORD-054327
U144,P014,3,cart,ORD-054328
U095,P003,5,purchase,ORD-054329
U114,P011,5,purchase,ORD-054330
U085,P016,1,view,ORD-054331
U008,P036,5,purchase,ORD-054332
U173,P001,3,cart,ORD-054333
U007,P005,5,purchase,ORD-054334
U067,P024,5,purchase,ORD-054335
U064,P011,5,purchase,ORD-054336
U031,P037,5,purchase,ORD-054337
U156,P010,5,purchase,ORD-054338
U051,P029,5,purchase,ORD-054339
U111,P003,5,purchase,ORD-054340
U110,P010,5,purchase,ORD-054341
U018,P016,5,purchase,ORD-054342
U176,P006,3,cart,ORD-054343
U101,P026,3,cart,ORD-054344
U162,P018,1,view,ORD-054345
U200,P039,3,cart,ORD-054346
U197,P023,2,wishlist,ORD-054347
U008,P028,2,wishlist,ORD-054348
U064,P007,3,cart,ORD-054349
U197,P034,5,purchase,ORD-054350
U177,P033,5,purchase,ORD-054351
U157,P022,3,cart,ORD-054352
U172,P012,3,cart,ORD-054353
U107,P003,5,purchase,ORD-054354
U119,P008,5,purchase,ORD-054355
U003,P038,5,purchase,ORD-054356
U134,P003,5,purchase,ORD-054357
U076,P038,1,view,ORD-054358
U122,P018,2,wishlist,ORD-054359
U193,P004,5,purchase,ORD-054360
U066,P017,5,purchase,ORD-054361
U188,P011,5,purchase,ORD-054362
U065,P018,5,purchase,ORD-054363
U096,P028,5,purchase,ORD-054364
U015,P026,2,wishlist,ORD-054365
U041,P038,3,cart,ORD-054366
U083,P032,1,view,ORD-054367
U043,P031,5,purchase,ORD-054368
U059,P019,3,cart,ORD-054369
U119,P035,2,wishlist,ORD-054370
U187,P001,3,cart,ORD-054371
U086,P007,2,wishlist,ORD-054372
U161,P016,3,cart,ORD-054373
U083,P031,3,cart,ORD-054374
U188,P016,5,purchase,ORD-054375
U016,P014,5,purchase,ORD-054376
U057,P032,5,purchase,ORD-054377
U021,P001,3,cart,ORD-054378
U133,P006,5,purchase,ORD-054379
U008,P001,5,purchase,ORD-054380
U084,P001,5,purchase,ORD-054381
U168,P038,5,purchase,ORD-054382
U080,P031,2,wishlist,ORD-054383
U099,P025,3,cart,ORD-054384
U103,P007,5,purchase,ORD-054385
U044,P018,1,view,ORD-054386
U162,P020,3,cart,ORD-054387
U134,P028,2,wishlist,ORD-054388
U167,P001,5,purchase,ORD-054389
U088,P022,3,cart,ORD-054390
U068,P025,5,purchase,ORD-054391
U180,P037,1,view,ORD-054392
U012,P027,5,purchase,ORD-054393
U079,P027,5,purchase,ORD-054394
U149,P017,5,purchase,ORD-054395
U156,P002,3,cart,ORD-054396
U151,P035,5,purchase,ORD-054397
U138,P031,3,cart,ORD-054398
U114,P021,5,purchase,ORD-054399
U008,P001,2,wishlist,ORD-054400
U010,P019,3,cart,ORD-054401
U195,P038,1,view,ORD-054402
U175,P032,5,purchase,ORD-054403
U117,P011,3,cart,ORD-054404
U083,P009,1,view,ORD-054405
U132,P010,3,cart,ORD-054406
U170,P003,5,purchase,ORD-054407
U067,P003,5,purchase,ORD-054408
U161,P029,5,purchase,ORD-054409
U116,P040,5,purchase,ORD-054410
U014,P018,5,purchase,ORD-054411
U018,P011,1,view,ORD-054412
U128,P039,5,purchase,ORD-054413
U187,P005,3,cart,ORD-054414
U200,P036,5,purchase,ORD-054415
U143,P007,5,purchase,ORD-054416
U121,P039,5,purchase,ORD-054417
U005,P006,2,wishlist,ORD-054418
U156,P038,5,purchase,ORD-054419
U006,P021,5,purchase,ORD-054420
U132,P040,3,cart,ORD-054421
U104,P040,5,purchase,ORD-054422
U130,P028,5,purchase,ORD-054423
U023,P040,3,cart,ORD-054424
U010,P002,3,cart,ORD-054425
U187,P036,5,purchase,ORD-054426
U102,P011,3,cart,ORD-054427
U131,P012,5,purchase,ORD-054428
U025,P034,2,wishlist,ORD-054429
U030,P027,5,purchase,ORD-054430
U004,P030,3,cart,ORD-054431
U028,P024,5,purchase,ORD-054432
U004,P025,5,purchase,ORD-054433
U083,P034,5,purchase,ORD-054434
U021,P001,5,purchase,ORD-054435
U174,P021,5,purchase,ORD-054436
U052,P015,3,cart,ORD-054437
U086,P016,5,purchase,ORD-054438
U023,P002,5,purchase,ORD-054439
U136,P017,2,wishlist,ORD-054440
U003,P026,5,purchase,ORD-054441
U095,P019,5,purchase,ORD-054442
U060,P012,5,purchase,ORD-054443
U051,P035,5,purchase,ORD-054444
U173,P022,3,cart,ORD-054445
U045,P002,5,purchase,ORD-054446
U027,P004,1,view,ORD-054447
U140,P029,5,purchase,ORD-054448
U109,P020,1,view,ORD-054449
U116,P013,5,purchase,ORD-054450
U189,P015,5,purchase,ORD-054451
U127,P027,3,cart,ORD-054452
U187,P014,3,cart,ORD-054453
U150,P019,1,view,ORD-054454
U060,P034,5,purchase,ORD-054455
U088,P005,3,cart,ORD-054456
U044,P021,3,cart,ORD-054457
U086,P001,3,cart,ORD-054458
U168,P013,5,purchase,ORD-054459
U005,P008,5,purchase,ORD-054460
U132,P031,5,purchase,ORD-054461
U016,P031,5,purchase,ORD-054462
U111,P008,5,purchase,ORD-054463
U188,P015,3,cart,ORD-054464
U099,P026,3,cart,ORD-054465
U098,P025,5,purchase,ORD-054466
U106,P038,5,purchase,ORD-054467
U012,P004,3,cart,ORD-054468
U130,P028,3,cart,ORD-054469
U164,P034,5,purchase,ORD-054470
U175,P006,3,cart,ORD-054471
U186,P035,5,purchase,ORD-054472
U058,P031,5,purchase,ORD-054473
U180,P019,1,view,ORD-054474
U006,P037,3,cart,ORD-054475
U164,P025,3,cart,ORD-054476
U173,P039,5,purchase,ORD-054477
U028,P004,3,cart,ORD-054478
U011,P011,5,purchase,ORD-054479
U137,P037,5,purchase,ORD-054480
U074,P004,5,purchase,ORD-054481
U067,P002,5,purchase,ORD-054482
U045,P020,3,cart,ORD-054483
U060,P003,5,purchase,ORD-054484
U145,P036,2,wishlist,ORD-054485
U062,P016,5,purchase,ORD-054486
U197,P031,1,view,ORD-054487
U069,P037,3,cart,ORD-054488
U130,P012,2,wishlist,ORD-054489
U075,P019,5,purchase,ORD-054490
U083,P037,2,wishlist,ORD-054491
U045,P036,5,purchase,ORD-054492
U177,P003,5,purchase,ORD-054493
U076,P017,3,cart,ORD-054494
U056,P036,1,view,ORD-054495
U035,P010,3,cart,ORD-054496
U188,P035,5,purchase,ORD-054497
U032,P007,5,purchase,ORD-054498
U034,P024,3,cart,ORD-054499
U144,P035,5,purchase,ORD-054500
U043,P002,5,purchase,ORD-054501
U148,P040,5,purchase,ORD-054502
U022,P024,3,cart,ORD-054503
U098,P038,2,wishlist,ORD-054504
U075,P033,2,wishlist,ORD-054505
U087,P032,5,purchase,ORD-054506
U164,P039,3,cart,ORD-054507
U153,P022,5,purchase,ORD-054508
U058,P019,3,cart,ORD-054509
U125,P026,5,purchase,ORD-054510
U110,P034,5,purchase,ORD-054511
U088,P014,5,purchase,ORD-054512
U065,P017,3,cart,ORD-054513
U014,P035,3,cart,ORD-054514
U132,P025,1,view,ORD-054515
U061,P032,5,purchase,ORD-054516
U046,P016,1,view,ORD-054517
U070,P034,5,purchase,ORD-054518
U110,P039,5,purchase,ORD-054519
U141,P016,5,purchase,ORD-054520
U014,P021,5,purchase,ORD-054521
U161,P030,5,purchase,ORD-054522
U059,P030,5,purchase,ORD-054523
U080,P016,3,cart,ORD-054524
U128,P018,5,purchase,ORD-054525
U009,P008,5,purchase,ORD-054526
U032,P012,5,purchase,ORD-054527
U098,P016,2,wishlist,ORD-054528
U190,P038,5,purchase,ORD-054529
U098,P030,3,cart,ORD-054530
U012,P002,5,purchase,ORD-054531
U038,P011,5,purchase,ORD-054532
U070,P022,2,wishlist,ORD-054533
U051,P029,5,purchase,ORD-054534
U038,P034,2,wishlist,ORD-054535
U159,P008,2,wishlist,ORD-054536
U173,P013,3,cart,ORD-054537
U199,P030,5,purchase,ORD-054538
U045,P003,3,cart,ORD-054539
U042,P025,5,purchase,ORD-054540
U067,P020,1,view,ORD-054541
U044,P035,3,cart,ORD-054542
U083,P007,5,purchase,ORD-054543
U199,P012,5,purchase,ORD-054544
U048,P012,1,view,ORD-054545
U117,P039,2,wishlist,ORD-054546
U003,P038,1,view,ORD-054547
U185,P010,1,view,ORD-054548
U027,P025,5,purchase,ORD-054549
U172,P031,5,purchase,ORD-054550
U147,P012,5,purchase,ORD-054551
U041,P003,5,purchase,ORD-054552
U198,P025,2,wishlist,ORD-054553
U159,P002,5,purchase,ORD-054554
U155,P014,3,cart,ORD-054555
U083,P005,2,wishlist,ORD-054556
U166,P005,3,cart,ORD-054557
U005,P022,1,view,ORD-054558
U052,P038,5,purchase,ORD-054559
U047,P020,5,purchase,ORD-054560
U123,P012,5,purchase,ORD-054561
U050,P027,2,wishlist,ORD-054562
U169,P020,1,view,ORD-054563
U149,P036,2,wishlist,ORD-054564
U095,P027,2,wishlist,ORD-054565
U132,P027,3,cart,ORD-054566
U057,P011,2,wishlist,ORD-054567
U122,P025,5,purchase,ORD-054568
U166,P027,5,purchase,ORD-054569
U072,P022,3,cart,ORD-054570
U077,P015,5,purchase,ORD-054571
U064,P009,1,view,ORD-054572
U072,P016,5,purchase,ORD-054573
U198,P004,5,purchase,ORD-054574
U007,P030,5,purchase,ORD-054575
U016,P038,2,wishlist,ORD-054576
U018,P038,5,purchase,ORD-054577
U110,P033,5,purchase,ORD-054578
U172,P038,3,cart,ORD-054579
U066,P022,2,wishlist,ORD-054580
U001,P031,3,cart,ORD-054581
U123,P009,3,cart,ORD-054582
U075,P021,1,view,ORD-054583
U152,P038,5,purchase,ORD-054584
U054,P029,5,purchase,ORD-054585
U024,P011,5,purchase,ORD-054586
U176,P009,5,purchase,ORD-054587
U170,P012,5,purchase,ORD-054588
U059,P015,2,wishlist,ORD-054589
U168,P010,5,purchase,ORD-054590
U143,P037,5,purchase,ORD-054591
U008,P007,3,cart,ORD-054592
U185,P015,5,purchase,ORD-054593
U064,P003,5,purchase,ORD-054594
U092,P017,3,cart,ORD-054595
U189,P003,5,purchase,ORD-054596
U123,P031,5,purchase,ORD-054597
U070,P005,5,purchase,ORD-054598
U097,P010,2,wishlist,ORD-054599
U167,P025,1,view,ORD-054600
U097,P014,3,cart,ORD-054601
U167,P030,3,cart,ORD-054602
U056,P008,1,view,ORD-054603
U057,P039,5,purchase,ORD-054604
U140,P022,3,cart,ORD-054605
U068,P006,3,cart,ORD-054606
U151,P001,5,purchase,ORD-054607
U132,P003,3,cart,ORD-054608
U132,P019,5,purchase,ORD-054609
U086,P039,5,purchase,ORD-054610
U180,P004,5,purchase,ORD-054611
U026,P038,1,view,ORD-054612
U149,P036,5,purchase,ORD-054613
U016,P003,5,purchase,ORD-054614
U007,P013,2,wishlist,ORD-054615
U042,P012,2,wishlist,ORD-054616
U049,P031,2,wishlist,ORD-054617
U005,P002,1,view,ORD-054618
U158,P017,2,wishlist,ORD-054619
U100,P033,5,purchase,ORD-054620
U153,P028,5,purchase,ORD-054621
U160,P018,2,wishlist,ORD-054622
U084,P016,5,purchase,ORD-054623
U054,P026,3,cart,ORD-054624
U179,P008,5,purchase,ORD-054625
U122,P012,2,wishlist,ORD-054626
U187,P032,5,purchase,ORD-054627
U122,P039,5,purchase,ORD-054628
U136,P024,3,cart,ORD-054629
U158,P009,5,purchase,ORD-054630
U037,P036,3,cart,ORD-054631
U063,P028,5,purchase,ORD-054632
U056,P015,3,cart,ORD-054633
U134,P010,2,wishlist,ORD-054634
U163,P011,2,wishlist,ORD-054635
U170,P007,1,view,ORD-054636
U137,P007,5,purchase,ORD-054637
U187,P007,5,purchase,ORD-054638
U144,P033,5,purchase,ORD-054639
U130,P012,5,purchase,ORD-054640
U068,P013,3,cart,ORD-054641
U067,P031,5,purchase,ORD-054642
U045,P014,2,wishlist,ORD-054643
U105,P040,5,purchase,ORD-054644
U108,P038,5,purchase,ORD-054645
U081,P030,5,purchase,ORD-054646
U122,P022,2,wishlist,ORD-054647
U128,P035,2,wishlist,ORD-054648
U077,P014,3,cart,ORD-054649
U131,P024,5,purchase,ORD-054650
U065,P013,5,purchase,ORD-054651
U075,P005,3,cart,ORD-054652
U197,P016,2,wishlist,ORD-054653
U047,P021,1,view,ORD-054654
U033,P030,5,purchase,ORD-054655
U113,P019,5,purchase,ORD-054656
U042,P030,5,purchase,ORD-054657
U047,P010,3,cart,ORD-054658
U008,P012,5,purchase,ORD-054659
U141,P016,5,purchase,ORD-054660
U159,P038,2,wishlist,ORD-054661
U079,P032,3,cart,ORD-054662
U118,P001,3,cart,ORD-054663
U107,P035,3,cart,ORD-054664
U013,P022,5,purchase,ORD-054665
U178,P012,1,view,ORD-054666
U014,P030,3,cart,ORD-054667
U183,P034,5,purchase,ORD-054668
U088,P020,1,view,ORD-054669
U177,P008,5,purchase,ORD-054670
U165,P022,5,purchase,ORD-054671
U134,P009,1,view,ORD-054672
U059,P036,3,cart,ORD-054673
U030,P039,2,wishlist,ORD-054674
U079,P031,2,wishlist,ORD-054675
U125,P004,5,purchase,ORD-054676
U029,P028,2,wishlist,ORD-054677
U121,P018,3,cart,ORD-054678
U038,P038,5,purchase,ORD-054679
U106,P027,2,wishlist,ORD-054680
U057,P002,5,purchase,ORD-054681
U035,P039,1,view,ORD-054682
U176,P020,5,purchase,ORD-054683
U012,P031,3,cart,ORD-054684
U192,P015,5,purchase,ORD-054685
U190,P026,5,purchase,ORD-054686
U197,P034,5,purchase,ORD-054687
U055,P015,2,wishlist,ORD-054688
U049,P019,5,purchase,ORD-054689
U007,P021,5,purchase,ORD-054690
U019,P033,5,purchase,ORD-054691
U010,P004,5,purchase,ORD-054692
U062,P035,5,purchase,ORD-054693
U185,P014,1,view,ORD-054694
U165,P015,3,cart,ORD-054695
U069,P007,5,purchase,ORD-054696
U053,P005,1,view,ORD-054697
U068,P013,5,purchase,ORD-054698
U086,P018,5,purchase,ORD-054699
U049,P016,3,cart,ORD-054700
U117,P021,3,cart,ORD-054701
U058,P017,2,wishlist,ORD-054702
U200,P021,5,purchase,ORD-054703
U137,P026,3,cart,ORD-054704
U028,P008,5,purchase,ORD-054705
U130,P040,5,purchase,ORD-054706
U168,P039,3,cart,ORD-054707
U055,P014,5,purchase,ORD-054708
U188,P027,1,view,ORD-054709
U134,P034,3,cart,ORD-054710
U165,P012,5,purchase,ORD-054711
U046,P003,5,purchase,ORD-054712
U034,P014,3,cart,ORD-054713
U045,P031,2,wishlist,ORD-054714
U009,P015,3,cart,ORD-054715
U024,P035,3,cart,ORD-054716
U158,P005,5,purchase,ORD-054717
U029,P035,3,cart,ORD-054718
U034,P034,5,purchase,ORD-054719
U130,P035,2,wishlist,ORD-054720
U171,P017,3,cart,ORD-054721
U099,P007,5,purchase,ORD-054722
U152,P019,1,view,ORD-054723
U164,P036,5,purchase,ORD-054724
U063,P018,1,view,ORD-054725
U200,P006,5,purchase,ORD-054726
U101,P029,2,wishlist,ORD-054727
U130,P002,5,purchase,ORD-054728
U157,P029,5,purchase,ORD-054729
U111,P025,2,wishlist,ORD-054730
U080,P005,2,wishlist,ORD-054731
U065,P019,5,purchase,ORD-054732
U148,P033,5,purchase,ORD-054733
U103,P003,5,purchase,ORD-054734
U001,P006,5,purchase,ORD-054735
U008,P033,3,cart,ORD-054736
U101,P007,5,purchase,ORD-054737
U145,P025,1,view,ORD-054738
U170,P013,5,purchase,ORD-054739
U007,P039,2,wishlist,ORD-054740
U001,P015,5,purchase,ORD-054741
U096,P018,3,cart,ORD-054742
U025,P010,5,purchase,ORD-054743
U091,P040,3,cart,ORD-054744
U135,P016,5,purchase,ORD-054745
U043,P025,5,purchase,ORD-054746
U041,P033,5,purchase,ORD-054747
U138,P032,1,view,ORD-054748
U148,P028,5,purchase,ORD-054749
U184,P007,5,purchase,ORD-054750
U066,P038,5,purchase,ORD-054751
U195,P003,2,wishlist,ORD-054752
U163,P025,5,purchase,ORD-054753
U192,P022,1,view,ORD-054754
U166,P006,3,cart,ORD-054755
U077,P033,3,cart,ORD-054756
U197,P027,3,cart,ORD-054757
U099,P009,5,purchase,ORD-054758
U049,P002,5,purchase,ORD-054759
U095,P018,5,purchase,ORD-054760
U050,P011,5,purchase,ORD-054761
U156,P025,5,purchase,ORD-054762
U147,P034,2,wishlist,ORD-054763
U034,P032,1,view,ORD-054764
U176,P014,3,cart,ORD-054765
U013,P013,1,view,ORD-054766
U100,P013,5,purchase,ORD-054767
U033,P025,5,purchase,ORD-054768
U116,P008,5,purchase,ORD-054769
U164,P012,5,purchase,ORD-054770
U047,P034,2,wishlist,ORD-054771
U082,P036,3,cart,ORD-054772
U042,P019,2,wishlist,ORD-054773
U128,P038,3,cart,ORD-054774
U184,P008,5,purchase,ORD-054775
U193,P019,5,purchase,ORD-054776
U122,P023,3,cart,ORD-054777
U178,P027,3,cart,ORD-054778
U005,P033,5,purchase,ORD-054779
U071,P008,5,purchase,ORD-054780
U021,P020,5,purchase,ORD-054781
U096,P019,5,purchase,ORD-054782
U155,P016,5,purchase,ORD-054783
U037,P035,2,wishlist,ORD-054784
U081,P030,2,wishlist,ORD-054785
U059,P018,2,wishlist,ORD-054786
U172,P011,5,purchase,ORD-054787
U055,P019,5,purchase,ORD-054788
U081,P030,5,purchase,ORD-054789
U015,P024,1,view,ORD-054790
U147,P019,5,purchase,ORD-054791
U064,P032,3,cart,ORD-054792
U188,P035,2,wishlist,ORD-054793
U017,P012,3,cart,ORD-054794
U056,P030,3,cart,ORD-054795
U042,P036,3,cart,ORD-054796
U067,P039,3,cart,ORD-054797
U149,P022,2,wishlist,ORD-054798
U079,P011,1,view,ORD-054799
U151,P030,5,purchase,ORD-054800
U056,P033,2,wishlist,ORD-054801
U186,P022,5,purchase,ORD-054802
U094,P025,5,purchase,ORD-054803
U124,P013,5,purchase,ORD-054804
U074,P034,3,cart,ORD-054805
U144,P027,1,view,ORD-054806
U077,P029,1,view,ORD-054807
U177,P017,1,view,ORD-054808
U139,P008,5,purchase,ORD-054809
U096,P015,5,purchase,ORD-054810
U190,P014,1,view,ORD-054811
U086,P023,5,purchase,ORD-054812
U193,P006,5,purchase,ORD-054813
U050,P001,2,wishlist,ORD-054814
U047,P034,2,wishlist,ORD-054815
U005,P014,5,purchase,ORD-054816
U156,P031,5,purchase,ORD-054817
U087,P004,3,cart,ORD-054818
U077,P035,3,cart,ORD-054819
U140,P023,5,purchase,ORD-054820
U028,P011,1,view,ORD-054821
U166,P002,5,purchase,ORD-054822
U116,P017,2,wishlist,ORD-054823
U162,P015,3,cart,ORD-054824
U100,P004,3,cart,ORD-054825
U043,P007,5,purchase,ORD-054826
U184,P036,3,cart,ORD-054827
U006,P018,5,purchase,ORD-054828
U059,P017,5,purchase,ORD-054829
U118,P001,5,purchase,ORD-054830
U168,P011,3,cart,ORD-054831
U112,P014,2,wishlist,ORD-054832
U168,P003,2,wishlist,ORD-054833
U179,P001,3,cart,ORD-054834
U018,P032,5,purchase,ORD-054835
U017,P038,2,wishlist,ORD-054836
U107,P026,2,wishlist,ORD-054837
U057,P005,5,purchase,ORD-054838
U128,P014,3,cart,ORD-054839
U042,P036,3,cart,ORD-054840
U139,P002,2,wishlist,ORD-054841
U003,P015,2,wishlist,ORD-054842
U166,P037,5,purchase,ORD-054843
U043,P003,5,purchase,ORD-054844
U023,P025,5,purchase,ORD-054845
U087,P024,3,cart,ORD-054846
U175,P034,5,purchase,ORD-054847
U113,P005,5,purchase,ORD-054848
U146,P008,5,purchase,ORD-054849
U146,P007,5,purchase,ORD-054850
U063,P034,5,purchase,ORD-054851
U061,P025,1,view,ORD-054852
U074,P026,5,purchase,ORD-054853
U161,P026,3,cart,ORD-054854
U015,P017,2,wishlist,ORD-054855
U010,P012,5,purchase,ORD-054856
U178,P015,1,view,ORD-054857
U140,P003,5,purchase,ORD-054858
U010,P003,3,cart,ORD-054859
U120,P024,5,purchase,ORD-054860
U198,P016,3,cart,ORD-054861
U119,P006,5,purchase,ORD-054862
U165,P029,3,cart,ORD-054863
U050,P016,2,wishlist,ORD-054864
U043,P024,5,purchase,ORD-054865
U190,P008,5,purchase,ORD-054866
U140,P018,3,cart,ORD-054867
U173,P003,3,cart,ORD-054868
U114,P009,5,purchase,ORD-054869
U154,P039,5,purchase,ORD-054870
U096,P016,1,view,ORD-054871
U011,P021,5,purchase,ORD-054872
U010,P020,1,view,ORD-054873
U131,P032,2,wishlist,ORD-054874
U114,P032,3,cart,ORD-054875
U106,P029,2,wishlist,ORD-054876
U033,P038,5,purchase,ORD-054877
U196,P022,5,purchase,ORD-054878
U180,P006,5,purchase,ORD-054879
U015,P021,2,wishlist,ORD-054880
U141,P010,3,cart,ORD-054881
U090,P013,2,wishlist,ORD-054882
U107,P038,5,purchase,ORD-054883
U160,P009,1,view,ORD-054884
U162,P007,3,cart,ORD-054885
U078,P006,5,purchase,ORD-054886
U103,P028,1,view,ORD-054887
U020,P021,5,purchase,ORD-054888
U063,P035,5,purchase,ORD-054889
U076,P015,2,wishlist,ORD-054890
U024,P031,5,purchase,ORD-054891
U142,P006,5,purchase,ORD-054892
U149,P001,2,wishlist,ORD-054893
U052,P029,5,purchase,ORD-054894
U040,P007,1,view,ORD-054895
U142,P019,5,purchase,ORD-054896
U155,P020,2,wishlist,ORD-054897
U167,P027,3,cart,ORD-054898
U162,P018,5,purchase,ORD-054899
U056,P021,2,wishlist,ORD-054900
U152,P034,1,view,ORD-054901
U178,P021,1,view,ORD-054902
U045,P007,3,cart,ORD-054903
U111,P029,1,view,ORD-054904
U137,P037,5,purchase,ORD-054905
U087,P006,5,purchase,ORD-054906
U085,P034,5,purchase,ORD-054907
U185,P016,5,purchase,ORD-054908
U009,P009,5,purchase,ORD-054909
U079,P003,3,cart,ORD-054910
U128,P002,5,purchase,ORD-054911
U070,P013,5,purchase,ORD-054912
U072,P001,5,purchase,ORD-054913
U083,P004,5,purchase,ORD-054914
U170,P010,5,purchase,ORD-054915
U159,P033,5,purchase,ORD-054916
U138,P023,2,wishlist,ORD-054917
U125,P011,5,purchase,ORD-054918
U176,P010,5,purchase,ORD-054919
U037,P028,1,view,ORD-054920
U148,P033,1,view,ORD-054921
U165,P015,5,purchase,ORD-054922
U049,P023,1,view,ORD-054923
U081,P038,5,purchase,ORD-054924
U014,P013,2,wishlist,ORD-054925
U153,P035,5,purchase,ORD-054926
U054,P029,5,purchase,ORD-054927
U106,P040,5,purchase,ORD-054928
U061,P033,1,view,ORD-054929
U125,P024,3,cart,ORD-054930
U132,P008,3,cart,ORD-054931
U066,P004,3,cart,ORD-054932
U025,P013,5,purchase,ORD-054933
U065,P025,1,view,ORD-054934
U007,P015,5,purchase,ORD-054935
U125,P030,1,view,ORD-054936
U009,P012,3,cart,ORD-054937
U198,P040,3,cart,ORD-054938
U155,P033,5,purchase,ORD-054939
U198,P033,2,wishlist,ORD-054940
U001,P034,5,purchase,ORD-054941
U131,P003,5,purchase,ORD-054942
U109,P002,5,purchase,ORD-054943
U006,P019,3,cart,ORD-054944
U138,P008,5,purchase,ORD-054945
U001,P017,5,purchase,ORD-054946
U073,P032,3,cart,ORD-054947
U031,P003,3,cart,ORD-054948
U165,P011,5,purchase,ORD-054949
U135,P024,5,purchase,ORD-054950
U119,P034,5,purchase,ORD-054951
U159,P029,3,cart,ORD-054952
U180,P017,2,wishlist,ORD-054953
U088,P015,5,purchase,ORD-054954
U069,P037,5,purchase,ORD-054955
U035,P020,5,purchase,ORD-054956
U095,P025,5,purchase,ORD-054957
U062,P026,1,view,ORD-054958
U063,P037,3,cart,ORD-054959
U086,P039,2,wishlist,ORD-054960
U173,P014,5,purchase,ORD-054961
U063,P014,3,cart,ORD-054962
U096,P039,5,purchase,ORD-054963
U015,P030,5,purchase,ORD-054964
U159,P031,2,wishlist,ORD-054965
U186,P011,3,cart,ORD-054966
U013,P010,5,purchase,ORD-054967
U117,P026,3,cart,ORD-054968
U027,P026,5,purchase,ORD-054969
U194,P034,3,cart,ORD-054970
U136,P006,5,purchase,ORD-054971
U059,P023,5,purchase,ORD-054972
U022,P018,5,purchase,ORD-054973
U077,P028,3,cart,ORD-054974
U151,P013,3,cart,ORD-054975
U097,P036,3,cart,ORD-054976
U199,P009,5,purchase,ORD-054977
U118,P032,2,wishlist,ORD-054978
U130,P019,1,view,ORD-054979
U024,P001,1,view,ORD-054980
U024,P011,5,purchase,ORD-054981
U052,P031,3,cart,ORD-054982
U016,P004,5,purchase,ORD-054983
U010,P040,3,cart,ORD-054984
U147,P029,3,cart,ORD-054985
U084,P025,5,purchase,ORD-054986
U081,P032,3,cart,ORD-054987
U189,P007,3,cart,ORD-054988
